article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3
Mohamad Suleman Hidayat,,,,Mohamad Suleman Hidayat.jpg,,ke-23,Susilo Bambang Yudhoyono,Menteri Perindustrian Indonesia,22 Oktober 2009,20 Oktober 2014,,,Fahmi Idris,,Saleh Husin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944 12 2 y,"Jombang, Jawa Timur, Masa Pendudukan Jepang",,,Indonesia,,,,,Nuraini Mahdiati,,,Rully Hidayat Erik Hidayat Maxi Hidayat Kemal Hidayat Nayaka Untara Nurul Insani Hidayati,,,Universitas Padjadjaran,,,,,,,,,,Politikus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaerul Saleh,Jenderal TNI (HOR) (Anumerta) H.,,,ChairulSaleh.jpg,,Ke-1,Soekarno,Ketua Majelis Permusyawaratan Rakyat Sementara Indonesia,1960,1966,,,Jabatan Dibentuk,,Abdul Harris Nasution,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menteri Perindustrian Dasar & Pertambangan Indonesia,10 Juli 1959,27 Agustus 1964,,,Soeharto Sastrosoeyoso,Soekarno,,Hadi ThayebArmunanto,,,,1916 9 13,"Belanda Sawahlunto, Sumatera Barat, Hindia Belanda",1967 2 8 1916 9 13,"Jakarta, Indonesia",,,,"Partai Nasional Indonesia
Partai Murba",,Yohana Siti Menara Saidah,,,,,,,Politisi,Indonesia,,25px Jenderal TNI (Kehormatan),25px TNI Angkatan Darat,,,,,,,,,,,,,,,,Lanjumin Dt. Tumangguang (mertua),,,9 April 1957,,,,,,Menteri Negara Urusan Veteran Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dahlan Ibrahim,,,,,,,,,,,,,,,,,ke-3,,,,,,,,,,,,,,,,,,Chairul Saleh,,,,,,,,,,,,,,,,,,,,,,,,Zubaidah binti Ahmad Marzuki,,,,,,,,,,,,,,,,,,,,,,Achmad Saleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,Djoeanda Kartawidjaja,,,,,,,6 Juli 1959,,,,,,,,,Soekarno,,,,,,,,,,Sambas Atmadinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notohatyanto,,Notohatyanto,,"Collectie NMvWereldculturen, TM-60042253, Foto- De delegatie van Oost-Java tijdens een Federale conferentie voor een Federaal Indonesie, Batavia, 14 juni 1948, 1948 (Notohatyanto).jpg",,,,Kepala Jawatan Imigrasi,1 Januari 1960,18 Januari 1961,,,Alwi Sutan Osman,,Hoegeng Iman Santoso,,,,,,,,,,,Anggota Dewan Perwakilan Rakyat Sementara Jawa Timur,26 November 1948,14 Juni 1949,,,,,Soeriaadiningrat,,,,,,,,,,,,,,,,,,,,,,1907 9 10,"Rembang, Jawa Tengah, Hindia Belanda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sidoardjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agung Firman Sampurna,,Agung Firman Sampurna,,Ketua BPK RI Agung Firman Sampurna.jpg,,,,Ketua Badan Pemeriksa Keuangan Republik Indonesia ke-17,21 Oktober 2019,21 April 2022,,,Moermahadi Soerja Djanegara,,Isma Yatun,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua Umum PBSI,6 November 2020,,,,Wiranto,,,,,,,1971 11 19,"Madiun, Jawa Timur, Indonesia",,,Indonesia,,,,,Dian Anggraini,,Wahyu Sanjaya  Dewi Yustisiana (saudara),Rahmat Sampurna,Kahar Muzakir (ayah),,,Ekonom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S.E., M.A.P., CSFA., CFrA., CGCAE., QGIA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syarief Thayeb,Letnan Jenderal TNI (Purn.) Dr. (H.C.) dr.,,,"File:Syarief Thayeb, Duta Besar RI untuk Amerika Serikat.jpg",,ke-16,Soeharto,Menteri Pendidikan dan Kebudayaan Indonesia,22 Januari 1974,29 Maret 1978,,,Soemantri Brodjonegoro,,Daoed Joesoef,,,,,,,,,ad-interim,Soeharto,Menteri Luar Negeri Indonesia,1 Oktober 1977,29 Maret 1978,,,Adam Malik,,Mochtar Kusumaatmadja,,,,,,,,,,,,,,,,,,,,,,1920 7 7 y,"Peureulak, Aceh, Hindia Belanda",1989 11 11 1920 7 7 y,,,,,,,,,Teuku Mohammad Hadi Thayeb (saudara),,Teuku Chik Mohammad Thayeb,,Ika Dai GakuHarvard UniversityMindanao University,Tentara  Dokter,,,,,,,,,,,,,,,,,,,,,,,1971,,,,,,Duta Besar Indonesia untuk Amerika Serikat,,,,,,,,,,,,,,,,,,,,,,,,,,Sumantri Brodjonegoro,,Rektor Universitas Indonesia,,,,,,,,,,,,,18 Maret 1966,,,,,,,,,,,1962,,,,,,,,,,Soedjatmoko,,,,,,,,,,,,,,,,,ke-7,,Soekarno,,,,,,,,,ke-3,,,,,,,,Soedjono D. Poesponegoro,,,,,,24 Februari 1966,,,,,,,,,,,,,,,,,,,,,,,,,,Menteri Perguruan Tinggi dan Ilmu Pengetahuan Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,Roesmin Noerjadin,,,,,,,,,,,1964,,,,,,,,ke-5,,,,Johannes Leimena,,,,,,,,,,Johannes Leimena,,,,,,,Thoyib Hadiwidjaja,,,,,,,,,27 Agustus 1964,,,,,,Mashuri Saleh,,,,27 Maret 1966ad-interim,,,,,
Raden Mas Sewaka,,Raden Mas Sewaka  ᮛᮓᮨᮔ᮪ ᮙᮞ᮪ ᮞᮨᮝᮊ,,"Mr. mas sewaka 1947-1948, 1950-1952.jpg",,ke-4,,Gubernur Jawa Barat,1 April 1947,28 Juni 1951,Ipik Gandamana,,Murdjani,,Sanusi Hardjadinata,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-5,Menteri Pertahanan Republik IndonesiaMenteri Pertahanan Indonesia,9 Mei 1951,3 April 1952,,,Abdoel Halim,Soekarno,,Sri Sultan Hamengkubuwono IX,,,,1895,"Cirebon, Jawa Barat, Hindia Belanda",,,Indonesia,,,Partai Indonesia Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 April 1943,,,,,,Bupati Cirebon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raden Tumenggung Aria,Pangeran Ario Soeriadi,,,,,,,,,,,,,,,,,ke-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,15 Juli 1945,,,,,,,,,,,,,,,,,,,Raden Tumenggung Oemar Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slamet Kirbiantoro,,Slamet Kirbiantoro,,kirbiantoro01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948 3 18,"Kutoarjo, Purworejo, Jawa Tengah",2018 7 19 1948 3 18,Jakarta,,,,,,Ny.Muchayisoh,,,,,,AKABRI (1970),,Indonesia,1970-2002,25px Mayor Jenderal TNI,25px TNI Angkatan Darat,Infanteri (Kopassus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mochtar Kusumaatmadja,,,,Mochtar Kusumaatmadja (1978).jpg,,ke-12,Soeharto,Menteri Luar Negeri Indonesia,29 Maret 1978,21 Maret 1988,,,Adam Malik,,Ali Alatas,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-16,Menteri Kehakiman Indonesia,22 Januari 1974,29 Maret 1978,,,Oemar Seno Adji,Soeharto,,Mudjono,,,,1929 2 17,"Batavia, Hindia Belanda",2021 6 6 1929 2 17,"Jakarta, Indonesia",,,,Partai Golongan Karya (–2021),,Siti Chadidjahhttps://www.bappenas.go.id/id/berita-dan-siaran-pers/selamat-jalan-ibu-hj-siti-chadijah-mochtar-kusumaatmadja/ Selamat Jalan Ibu Hj. Siti Chadijah Mochtar Kusuma-atmadja bappenas.go.id id 2014-06-30 2021-07-11,,,"3, termasuk Armida Alisjahbana",,,Universitas Indonesia Universitas Padjajaran,Dosen Politisi,,,,,,,,,Diplomat,,,,,,,,,,,Sudarsono Mangoenadikoesoemo (paman)  Sarwono Kusumaatmadja (adik)  Juwono Sudarsono (sepupu)  Chairul Saleh (sepupu),,,1973,,,,,,Rektor Universitas Padjadjaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof R. S. Soeria Atmadja,,,,,,,,,,,,,,,,,ke-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,,,,,,"Taman Makam Pahlawan Kalibata, Jakartahttps://www.liputan6.com/news/read/4574949/mochtar-kusumaatmadja-akan-dimakamkan-di-tmp-kalibata Mochtar Kusumaatmadja Akan Dimakamkan di TMP Kalibata Liputan6.com id 2021-06-06 2021-07-11 Hutabarat Delvira Putra Putu Merta Surya",,,Soeharto,,,,,,,,,,Prof Hindersah Wiratmaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashudi,,Mashudi,,Gubernur Jawa Barat Mashudi.jpg,,ke-3,Soeharto,Ketua Kwartir Nasional Gerakan Pramuka,1978 12 18,1993 5 8,,,M. Sarbini,,Himawan Soetanto,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-7,Gubernur Jawa Barat,6 Februari 1960,14 Februari 1970,Astrawinata (1960–63) E. Dachjar Sudiwijaya (1963–67) Raden Ahmad Nashuhi (1967–70),,Ipik Gandamana,,,Solihin Gautama Purwanegara,,,,1919 9 11,"Cibatu, Garut, Jawa Barat, Hindia BelandaApa Siapa Orang Sunda",2005 6 22 1919 9 11,"Jakarta, Indonesia",,,,,,Ny. Yetty RochyatiIstri Gubernur ke-9 Jawa Barat Meninggal Dunia Kumparan.com (28/7/2018),,,,,,,Tentara,,,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180px,,,,,,,,,,,Mashudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mashudi sebagai Gubernur Jawa Barat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roeslan Abdulgani,,Roeslan Abdulgani,,"Roeslan Abdulgani, Kami Perkenalkan (1954), p37.jpg",,Ke-15,Soekarno,Wakil Perdana Menteri,18 Maret 1966,27 Maret 1966,,,"Soebandrio, Johannes Leimena, Chaerul Saleh",,"Sri Sultan Hamengkubuwana IX, Johannes Leimena, Idham Chalid, Adam Malik, Dan Soeharto",,,,,,,,,,,,,,,,,,,,,,,,,,,ke-15,Menteri Penerangan Indonesia,13 November 1963,27 Agustus 1964,,,Mohammad Yamin,Soekarno,,Achmadi Hadisoemarto,,,,1914 11 24,"Surabaya, Hindia Belanda",2005 6 29 1914 11 24,"Jakarta, Indonesia",,,,,,,,,,,,,,,,25px|  Jenderal TNI (Kehormatan),25px TNI Angkatan Darat,,,,,Diplomat,Signature of Roeslan Abdulgani.svg,,,,,,,,,,,,,24 Maret 1956,,,,,,Menteri Luar Negeri Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ida Anak Agung Gde Agung,,,,,,,,,,,,,,,,,ke-9,,Soekarno,,,,,,,,,ke-1,,,,,,,,,,,,,,12 Juni 1966,,,,,,,,,,,,,,,,,,,,,,,,,,Rektor IKIP Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sri Sultan Hamengkubuwana IX, Johannes Leimena, Idham Chalid,  Dan Adam Malik",,,,,,,,,,,,,,,,,,,9 April 1957,,,,,,,,,Soekarno,,,,,,,,,,Soebandrio,,,,,,,,,,,,,,,,,,,,,,,"Prof. Dr. H. Achmad Sanusi, S.H., M.PA.",,,,,,,,,,,,,,,,,Periode PTPG Bandung dan FKIP UNPAD,,,,,,,,,2 Mei 1964,,,,,,,,,,,,,,,
Widjojo Soejono,Jenderal TNI (Purn.),,,250px,,,Soeharto,Kepala Staf Komando Keamanan dan Ketertiban,1980,1982,,,,,,Adam Malik,,,,,,,,ke-6,,Komandan Jenderal Komando Pasukan Khusus,1967,1970,,,Brigjen TNI Sarwo Edhi Wibowo,,Brigjen TNI Witarmin,,,,,,,,,,,,,,,,,,,,,,1928 5 9,"Tulungagung, Jawa Timur",2022 5 11 1928 5 9,Jakarta Pusat,,,,,,Ny. Siti Mastoechajah (Alm),,,1. Enny Lukitaning Diah2. Wedhia Purwaningsih3. Ariyati Sihwarini4. Hardini Surjaningsih5. Budhi Soejono,,,Peta (1945),,Indonesia,1945–1982,25px Jenderal TNI,25px TNI Angkatan Darat,Infanteri (Kopassandha),,,,,,,,,,,,,,,"Martodidjojo (Ayah)Roesmirah (Ibu) Kolonel Dr. Soewondo (Kakak)
Widjojo Soeprapto (Kakak)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Widjojo Soejono,,,,,,,,,Komandan Pusat Pasukan Khusus Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenderal TNI (Purn) Widjojo Soejono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudomo,,,,,,,,Panglima Kopkamtib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamsyah Ratu Perwiranegara,,,,Alamsyah Ratu Perwiranegara - Fourth Development Cabinet.jpg,,ke-6,Soeharto,Menteri Koordinator Bidang Kesejahteraan Rakyat Republik Indonesia,19 Maret 1983,23 Maret 1988,,,Surono Reksodimejo,,Soepardjo Rustam,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-13,Menteri Agama Indonesia,29 Maret 1978,19 Maret 1983,,,Mukti Ali,Soeharto,,Munawir Sjadzali,,,,1925 12 25,"Kotabumi, Lampung, Hindia Belanda",1998 1 8 1925 12 25,"Jakarta, Indonesia",,,,,,Siti Maemunah 1952,,,5,,,Gyu Gun (1943)U.S Army General and Command Staff College (1962),,Indonesia,1945–1974,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri,Revolusi Nasional Indonesia    Pemberontakan PRRI    Gerakan 30 September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mursalin Daeng Mamangung,Laksdya. TNI (Purn.) H.,Mursalin Daeng Mamangung,,"Mursalin Daeng Malulung, Jalesveva Jayamahe, p216.jpg",,,,,,,,,,,,,,,,,,,,Ke-12,Soeharto,Menteri Tenaga Kerja dan Transmigrasi Republik Indonesia,6 Juni 1968,28 Maret 1973,,,Awaluddin Djamin,,Subroto,,,,,,,,,Ke-4,Ketua Dewan Perwakilan Rakyat,1966,1968,,,Arudji Kartawinata,SoekarnoSoeharto,,Idham Chalid,,,,1922 11 20,"Selayar, Sulawesi Selatan, Hindia Belanda",2006 11 18 1922 11 20,"Jakarta, Indonesia",,,,,,,,,,,,,,Indonesia,1946—1960,25px Laksamana Madya TNI,30px TNI Angkatan Laut,Korps Pelaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menteri Tenaga Kerja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Sadikin,,Ali Sadikin,,Ali_Sadikin_(1975).jpg,,,,,,,,,,,,,,,,,,,,ke-1,Soekarno,Daftar Menteri Koordinator Bidang Kemaritiman IndonesiaMenteri Koordinator Kompartemen Kemaritiman Indonesia,27 Agustus 1964,28 Maret 1966,,,Tidak Ada,,Jatidjan,,,,,,,,,ke-16,Menteri Perhubungan IndonesiaMenteri Perhubungan Laut Indonesia,13 November 1963,28 Maret 1966,,,Abdoelmoettalip Danoeningrat,Soekarno,,Susatyo Mardi,,,,1926 7 7 y,"Sumedang, Jawa Barat, Hindia Belanda",2008 5 20 1926 7 7 y,Singapura,,,,,,Nani Sadikin 1954 1986 d.Linda Syamsudi Mangan 1987,,,5,,,,,Indonesia,1945–1966,25px Letnan Jenderal TNI,25px TNI Angkatan Laut,KKO,Revolusi Nasional Indonesia,,,Tentara,Signature of Ali Sadikin.svg,,,,,,,,,,,,,28 April 1966,,,,,,Gubernur Daerah Khusus Ibukota Jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Sadikin,Dr. Soemarno,,,,,,,,,,,,,,,,,ke-7,,,,,,,,,,,,,,,,,,Ali Sadikin pada tahun 1975,,,,,,,1981,,,,,,,,,,,,,,,,,Itjih Karnasih,,,,,,,,,Ketua Umum Persatuan Sepak Bola Seluruh Indonesia ke-8,,,,,,,,,,,,,Raden Sadikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juli 1977,,,,,,,,,,,,,,,,,,,Tjokropranolo,,,,,,,,,,,,,,,,,,,,,,,Sjarnoebi Said,,,,,,,,,,,,,,,,,Moehono,,,,,,,,,1977,,,,,,,,,,,,,,,
Maskanan,,Maskanan,,"Maskanan, Financial Director of the Indonesian Army.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945—1975,25px Brigadir Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,Mashuri Saleh (saudara kandung),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herman Deru,H.,Herman Deru,"S.H., M.M.","Herman Deru, Gubernur Sumatera Selatan.png",,ke-16,Joko Widodo,Gubernur Sumatera Selatan,1 Oktober 2018,1 Oktober 2023,Mawardi Yahya,,Alex NoerdinHadi Prabowo (penjabat),,Agus Fatoni (penjabat),,,,,,,,,,,,,,,,,,,,,,,,,,,ke-1,Bupati Ogan Komering Ulu Timur,2005,2015,Kholid Mawardi,,Sujiadi (penjabat),,Syahrial Oesman Mahyuddin N. S. Alex Noerdin,Richard Cahyadi (penjabat),,,,1967 11 17,"Belitang, Ogan Komering Ulu Timur, Sumatera Selatan, Indonesia",,,Indonesia,,,NasDem,,Febrita Lustia,,,"4, termasuk Percha Leanpuri",,,Universitas Sjakhyakirti PalembangSTIE Trisna Negara,Politisi,,,,,,,,,,,http://hermanderu.com/,,,,,,,,,Bertu Merlas (adik)Lanosin Hamzah (adik),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
